"Alue,""Sukupuoli"",""Koulutusaste"",""15 vuotta tayttaneet yhteensa 2021"",""15-24-vuotiaat 2021"",""25-44-vuotiaat 2021"",""45-64-vuotiaat 2021"",""Yli 65-vuotiaat 2021"""
"091 456 Roihupelto,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 456 Roihupelto,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 456 Roihupelto,""Miehet"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 456 Roihupelto,""Naiset"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 456 Roihupelto,""Naiset"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 456 Roihupelto,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
"091 456 Roihupelto,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 456 Roihupelto,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 456 Roihupelto,""Naiset"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 457 Itakeskus,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",3786,506,1304,1031,945"
"091 457 Itakeskus,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",2227,166,829,701,531"
"091 457 Itakeskus,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1293,149,467,387,290"
"091 457 Itakeskus,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",544,17,196,181,150"
"091 457 Itakeskus,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",390,0,166,133,91"
"091 457 Itakeskus,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",1559,340,475,330,414"
"091 457 Itakeskus,""Miehet"",""Kaikki koulutusasteet"",1773,248,705,492,328"
"091 457 Itakeskus,""Miehet"",""Tutkinnon suorittaneita yhteensa"",1036,59,442,325,210"
"091 457 Itakeskus,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",615,53,263,187,112"
"091 457 Itakeskus,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",230,6,89,72,63"
"091 457 Itakeskus,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",191,0,90,66,35"
"091 457 Itakeskus,""Miehet"",""Perusaste tai tuntematon"",737,189,263,167,118"
"091 457 Itakeskus,""Naiset"",""Kaikki koulutusasteet"",2013,258,599,539,617"
"091 457 Itakeskus,""Naiset"",""Tutkinnon suorittaneita yhteensa"",1191,107,387,376,321"
"091 457 Itakeskus,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",678,96,204,200,178"
"091 457 Itakeskus,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",314,11,107,109,87"
"091 457 Itakeskus,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",199,0,76,67,56"
"091 457 Itakeskus,""Naiset"",""Perusaste tai tuntematon"",822,151,212,163,296"
"091 702 Myllypuron peruspiiri,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",10601,1183,3637,3245,2536"
"091 702 Myllypuron peruspiiri,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",7302,450,2861,2512,1479"
"091 702 Myllypuron peruspiiri,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",3717,420,1366,1202,729"
"091 702 Myllypuron peruspiiri,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",2002,30,753,712,507"
"091 702 Myllypuron peruspiiri,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1583,0,742,598,243"
"091 702 Myllypuron peruspiiri,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",3299,733,776,733,1057"
"091 702 Myllypuron peruspiiri,""Miehet"",""Kaikki koulutusasteet"",5082,613,1873,1618,978"
"091 702 Myllypuron peruspiiri,""Miehet"",""Tutkinnon suorittaneita yhteensa"",3413,223,1385,1189,616"
"091 702 Myllypuron peruspiiri,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1903,210,747,652,294"
"091 702 Myllypuron peruspiiri,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",820,13,327,279,201"
"091 702 Myllypuron peruspiiri,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",690,0,311,258,121"
"091 702 Myllypuron peruspiiri,""Miehet"",""Perusaste tai tuntematon"",1669,390,488,429,362"
"091 702 Myllypuron peruspiiri,""Naiset"",""Kaikki koulutusasteet"",5519,570,1764,1627,1558"
"091 702 Myllypuron peruspiiri,""Naiset"",""Tutkinnon suorittaneita yhteensa"",3889,227,1476,1323,863"
"091 702 Myllypuron peruspiiri,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1814,210,619,550,435"
"091 702 Myllypuron peruspiiri,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1182,17,426,433,306"
"091 702 Myllypuron peruspiiri,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",893,0,431,340,122"
"091 702 Myllypuron peruspiiri,""Naiset"",""Perusaste tai tuntematon"",1630,343,288,304,695"
"091 454 Myllypuro,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",10601,1183,3637,3245,2536"
"091 454 Myllypuro,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",7302,450,2861,2512,1479"
"091 454 Myllypuro,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",3717,420,1366,1202,729"
"091 454 Myllypuro,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",2002,30,753,712,507"
"091 454 Myllypuro,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1583,0,742,598,243"
"091 454 Myllypuro,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",3299,733,776,733,1057"
"091 454 Myllypuro,""Miehet"",""Kaikki koulutusasteet"",5082,613,1873,1618,978"
"091 454 Myllypuro,""Miehet"",""Tutkinnon suorittaneita yhteensa"",3413,223,1385,1189,616"
"091 454 Myllypuro,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1903,210,747,652,294"
"091 454 Myllypuro,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",820,13,327,279,201"
"091 454 Myllypuro,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",690,0,311,258,121"
"091 454 Myllypuro,""Miehet"",""Perusaste tai tuntematon"",1669,390,488,429,362"
"091 454 Myllypuro,""Naiset"",""Kaikki koulutusasteet"",5519,570,1764,1627,1558"
"091 454 Myllypuro,""Naiset"",""Tutkinnon suorittaneita yhteensa"",3889,227,1476,1323,863"
"091 454 Myllypuro,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1814,210,619,550,435"
"091 454 Myllypuro,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1182,17,426,433,306"
"091 454 Myllypuro,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",893,0,431,340,122"
"091 454 Myllypuro,""Naiset"",""Perusaste tai tuntematon"",1630,343,288,304,695"
"091 703 Mellunkylan peruspiiri,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",33338,4367,11277,10156,7538"
"091 703 Mellunkylan peruspiiri,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",20678,1631,7565,7309,4173"
"091 703 Mellunkylan peruspiiri,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",12738,1528,4661,4177,2372"
"091 703 Mellunkylan peruspiiri,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",5260,97,1773,2066,1324"
"091 703 Mellunkylan peruspiiri,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",2680,6,1131,1066,477"
"091 703 Mellunkylan peruspiiri,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",12660,2736,3712,2847,3365"
"091 703 Mellunkylan peruspiiri,""Miehet"",""Kaikki koulutusasteet"",15919,2144,5848,4994,2933"
"091 703 Mellunkylan peruspiiri,""Miehet"",""Tutkinnon suorittaneita yhteensa"",9621,743,3674,3440,1764"
"091 703 Mellunkylan peruspiiri,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",6268,708,2433,2142,985"
"091 703 Mellunkylan peruspiiri,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",2151,33,752,833,533"
"091 703 Mellunkylan peruspiiri,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1202,2,489,465,246"
"091 703 Mellunkylan peruspiiri,""Miehet"",""Perusaste tai tuntematon"",6298,1401,2174,1554,1169"
"091 703 Mellunkylan peruspiiri,""Naiset"",""Kaikki koulutusasteet"",17419,2223,5429,5162,4605"
"091 703 Mellunkylan peruspiiri,""Naiset"",""Tutkinnon suorittaneita yhteensa"",11057,888,3891,3869,2409"
"091 703 Mellunkylan peruspiiri,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",6470,820,2228,2035,1387"
"091 703 Mellunkylan peruspiiri,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",3109,64,1021,1233,791"
"091 703 Mellunkylan peruspiiri,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1478,4,642,601,231"
"091 703 Mellunkylan peruspiiri,""Naiset"",""Perusaste tai tuntematon"",6362,1335,1538,1293,2196"
"091 471 Kontula,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",12266,1520,4010,3661,3075"
"091 471 Kontula,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",6959,527,2411,2439,1582"
"091 471 Kontula,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",4416,496,1550,1458,912"
"091 471 Kontula,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1672,29,507,629,507"
"091 471 Kontula,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",871,2,354,352,163"
"091 471 Kontula,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",5307,993,1599,1222,1493"
"091 471 Kontula,""Miehet"",""Kaikki koulutusasteet"",5811,724,2105,1863,1119"
"091 471 Kontula,""Miehet"",""Tutkinnon suorittaneita yhteensa"",3253,235,1182,1191,645"
"091 471 Kontula,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2151,228,802,766,355"
"091 471 Kontula,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",705,7,229,264,205"
"091 471 Kontula,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",397,0,151,161,85"
"091 471 Kontula,""Miehet"",""Perusaste tai tuntematon"",2558,489,923,672,474"
"091 471 Kontula,""Naiset"",""Kaikki koulutusasteet"",6455,796,1905,1798,1956"
"091 471 Kontula,""Naiset"",""Tutkinnon suorittaneita yhteensa"",3706,292,1229,1248,937"
"091 471 Kontula,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2265,268,748,692,557"
"091 471 Kontula,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",967,22,278,365,302"
"091 471 Kontula,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",474,2,203,191,78"
"091 471 Kontula,""Naiset"",""Perusaste tai tuntematon"",2749,504,676,550,1019"
"091 472 Vesala,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",5906,777,2014,1908,1207"
"091 472 Vesala,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",3789,262,1382,1447,698"
"091 472 Vesala,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2277,247,876,794,360"
"091 472 Vesala,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",986,15,311,425,235"
"091 472 Vesala,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",526,0,195,228,103"
"091 472 Vesala,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",2117,515,632,461,509"
"091 472 Vesala,""Miehet"",""Kaikki koulutusasteet"",2856,390,1011,934,521"
"091 472 Vesala,""Miehet"",""Tutkinnon suorittaneita yhteensa"",1821,135,664,692,330"
"091 472 Vesala,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1164,130,447,413,174"
"091 472 Vesala,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",428,5,138,180,105"
"091 472 Vesala,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",229,0,79,99,51"
"091 472 Vesala,""Miehet"",""Perusaste tai tuntematon"",1035,255,347,242,191"
"091 472 Vesala,""Naiset"",""Kaikki koulutusasteet"",3050,387,1003,974,686"
"091 472 Vesala,""Naiset"",""Tutkinnon suorittaneita yhteensa"",1968,127,718,755,368"
"091 472 Vesala,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1113,117,429,381,186"
"091 472 Vesala,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",558,10,173,245,130"
"091 472 Vesala,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",297,0,116,129,52"
"091 472 Vesala,""Naiset"",""Perusaste tai tuntematon"",1082,260,285,219,318"
"091 473 Mellunmaki,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",8258,1033,2750,2416,2059"
"091 473 Mellunmaki,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",5558,451,2019,1828,1260"
"091 473 Mellunmaki,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",3376,424,1206,1026,720"
"091 473 Mellunmaki,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1516,24,521,557,414"
"091 473 Mellunmaki,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",666,3,292,245,126"
"091 473 Mellunmaki,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",2700,582,731,588,799"
"091 473 Mellunmaki,""Miehet"",""Kaikki koulutusasteet"",3859,497,1410,1153,799"
"091 473 Mellunmaki,""Miehet"",""Tutkinnon suorittaneita yhteensa"",2501,193,957,832,519"
"091 473 Mellunmaki,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1628,183,648,503,294"
"091 473 Mellunmaki,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",591,8,197,225,161"
"091 473 Mellunmaki,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",282,2,112,104,64"
"091 473 Mellunmaki,""Miehet"",""Perusaste tai tuntematon"",1358,304,453,321,280"
"091 473 Mellunmaki,""Naiset"",""Kaikki koulutusasteet"",4399,536,1340,1263,1260"
"091 473 Mellunmaki,""Naiset"",""Tutkinnon suorittaneita yhteensa"",3057,258,1062,996,741"
"091 473 Mellunmaki,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1748,241,558,523,426"
"091 473 Mellunmaki,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",925,16,324,332,253"
"091 473 Mellunmaki,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",384,1,180,141,62"
"091 473 Mellunmaki,""Naiset"",""Perusaste tai tuntematon"",1342,278,278,267,519"
"091 474 Kivikko,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",4319,687,1528,1435,669"
"091 474 Kivikko,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",2749,247,1082,1055,365"
"091 474 Kivikko,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1683,228,645,595,215"
"091 474 Kivikko,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",697,19,268,310,100"
"091 474 Kivikko,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",369,0,169,150,50"
"091 474 Kivikko,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",1570,440,446,380,304"
"091 474 Kivikko,""Miehet"",""Kaikki koulutusasteet"",2105,350,788,697,270"
"091 474 Kivikko,""Miehet"",""Tutkinnon suorittaneita yhteensa"",1272,107,520,486,159"
"091 474 Kivikko,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",834,102,326,310,96"
"091 474 Kivikko,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",271,5,113,117,36"
"091 474 Kivikko,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",167,0,81,59,27"
"091 474 Kivikko,""Miehet"",""Perusaste tai tuntematon"",833,243,268,211,111"
"091 474 Kivikko,""Naiset"",""Kaikki koulutusasteet"",2214,337,740,738,399"
"091 474 Kivikko,""Naiset"",""Tutkinnon suorittaneita yhteensa"",1477,140,562,569,206"
"091 474 Kivikko,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",849,126,319,285,119"
"091 474 Kivikko,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",426,14,155,193,64"
"091 474 Kivikko,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",202,0,88,91,23"
"091 474 Kivikko,""Naiset"",""Perusaste tai tuntematon"",737,197,178,169,193"
"091 475 Kurkimaki,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",2589,350,975,736,528"
"091 475 Kurkimaki,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",1623,144,671,540,268"
"091 475 Kurkimaki,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",986,133,384,304,165"
"091 475 Kurkimaki,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",389,10,166,145,68"
"091 475 Kurkimaki,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",248,1,121,91,35"
"091 475 Kurkimaki,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",966,206,304,196,260"
"091 475 Kurkimaki,""Miehet"",""Kaikki koulutusasteet"",1288,183,534,347,224"
"091 475 Kurkimaki,""Miehet"",""Tutkinnon suorittaneita yhteensa"",774,73,351,239,111"
"091 475 Kurkimaki,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",491,65,210,150,66"
"091 475 Kurkimaki,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",156,8,75,47,26"
"091 475 Kurkimaki,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",127,0,66,42,19"
"091 475 Kurkimaki,""Miehet"",""Perusaste tai tuntematon"",514,110,183,108,113"
"091 475 Kurkimaki,""Naiset"",""Kaikki koulutusasteet"",1301,167,441,389,304"
"091 475 Kurkimaki,""Naiset"",""Tutkinnon suorittaneita yhteensa"",849,71,320,301,157"
"091 475 Kurkimaki,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",495,68,174,154,99"
"091 475 Kurkimaki,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",233,2,91,98,42"
"091 475 Kurkimaki,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",121,1,55,49,16"
"091 475 Kurkimaki,""Naiset"",""Perusaste tai tuntematon"",452,96,121,88,147"
"091 704 Vuosaaren peruspiiri,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",32429,3866,10456,10453,7654"
"091 704 Vuosaaren peruspiiri,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",22421,1407,7756,8193,5065"
"091 704 Vuosaaren peruspiiri,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",11097,1310,3890,3654,2243"
"091 704 Vuosaaren peruspiiri,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",6735,93,2131,2647,1864"
"091 704 Vuosaaren peruspiiri,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",4589,4,1735,1892,958"
"091 704 Vuosaaren peruspiiri,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",10008,2459,2700,2260,2589"
"091 704 Vuosaaren peruspiiri,""Miehet"",""Kaikki koulutusasteet"",14922,1929,5118,4897,2978"
"091 704 Vuosaaren peruspiiri,""Miehet"",""Tutkinnon suorittaneita yhteensa"",9953,647,3582,3663,2061"
"091 704 Vuosaaren peruspiiri,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",5365,617,2010,1863,875"
"091 704 Vuosaaren peruspiiri,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",2587,28,859,995,705"
"091 704 Vuosaaren peruspiiri,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",2001,2,713,805,481"
"091 704 Vuosaaren peruspiiri,""Miehet"",""Perusaste tai tuntematon"",4969,1282,1536,1234,917"
"091 704 Vuosaaren peruspiiri,""Naiset"",""Kaikki koulutusasteet"",17507,1937,5338,5556,4676"
"091 704 Vuosaaren peruspiiri,""Naiset"",""Tutkinnon suorittaneita yhteensa"",12468,760,4174,4530,3004"
"091 704 Vuosaaren peruspiiri,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",5732,693,1880,1791,1368"
"091 704 Vuosaaren peruspiiri,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",4148,65,1272,1652,1159"
"091 704 Vuosaaren peruspiiri,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",2588,2,1022,1087,477"
"091 704 Vuosaaren peruspiiri,""Naiset"",""Perusaste tai tuntematon"",5039,1177,1164,1026,1672"
"091 541 Keski-Vuosaari,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",11897,1310,3717,3664,3206"
"091 541 Keski-Vuosaari,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",8197,492,2820,2859,2026"
"091 541 Keski-Vuosaari,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",4341,467,1521,1363,990"
"091 541 Keski-Vuosaari,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",2464,25,768,949,722"
"091 541 Keski-Vuosaari,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1392,0,531,547,314"
"091 541 Keski-Vuosaari,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",3700,818,897,805,1180"
"091 541 Keski-Vuosaari,""Miehet"",""Kaikki koulutusasteet"",5523,649,1918,1761,1195"
"091 541 Keski-Vuosaari,""Miehet"",""Tutkinnon suorittaneita yhteensa"",3669,223,1355,1301,790"
"091 541 Keski-Vuosaari,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2139,218,830,716,375"
"091 541 Keski-Vuosaari,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",942,5,316,366,255"
"091 541 Keski-Vuosaari,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",588,0,209,219,160"
"091 541 Keski-Vuosaari,""Miehet"",""Perusaste tai tuntematon"",1854,426,563,460,405"
"091 541 Keski-Vuosaari,""Naiset"",""Kaikki koulutusasteet"",6374,661,1799,1903,2011"
"091 541 Keski-Vuosaari,""Naiset"",""Tutkinnon suorittaneita yhteensa"",4528,269,1465,1558,1236"
"091 541 Keski-Vuosaari,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2202,249,691,647,615"
"091 541 Keski-Vuosaari,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1522,20,452,583,467"
"091 541 Keski-Vuosaari,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",804,0,322,328,154"
"091 541 Keski-Vuosaari,""Naiset"",""Perusaste tai tuntematon"",1846,392,334,345,775"
"091 542 Nordsjon kartano,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 542 Nordsjon kartano,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 542 Nordsjon kartano,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
"091 542 Nordsjon kartano,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 542 Nordsjon kartano,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 542 Nordsjon kartano,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 542 Nordsjon kartano,""Miehet"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 542 Nordsjon kartano,""Miehet"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 542 Nordsjon kartano,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
"091 542 Nordsjon kartano,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 542 Nordsjon kartano,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 542 Nordsjon kartano,""Miehet"",""Perusaste tai tuntematon"",..,..,..,..,.."
